,Red,R_Reach_cms,Blue,B_Reach_cms,reach_dif,ganador,mejor_alcance
2712,George Sotiropoulos,180.34,Rafael Dos Anjos,177.8,-2.54,Rafael Dos Anjos,corto
2713,Brad Tavares,187.96,Aaron Simpson,185.42,-2.54,Aaron Simpson,corto
2714,Christian Morecraft,205.74,Matt Mitrione,200.66,-5.08,Matt Mitrione,corto
2715,Joe Stevenson,177.8,Javier Vazquez,175.26,-2.54,Javier Vazquez,corto
2716,Daniel Roberts,187.96,Rich Attonito,182.88,-5.08,Rich Attonito,corto
2717,Shane Carwin,203.2,Junior Dos Santos,195.58,-7.62,Junior Dos Santos,corto
2718,Yves Edwards,185.42,Sam Stout,177.8,-7.62,Sam Stout,corto
2719,Chuck O'Neil,193.0,Chris Cope,182.88,-10.12,Chris Cope,corto
2720,Danny Downes,182.88,Jeremy Stephens,180.34,-2.54,Jeremy Stephens,corto
2721,Josh Grispi,187.96,George Roop,182.88,-5.08,George Roop,corto
2722,Stefan Struve,213.36,Travis Browne,200.66,-12.7,Travis Browne,corto
2723,Miguel Torres,193.04,Demetrious Johnson,167.64,-25.4,Demetrious Johnson,corto
2724,Kendall Grove,200.66,Tim Boetsch,187.96,-12.7,Tim Boetsch,corto
2725,Cole Escovedo,182.88,Renan Barao,177.8,-5.08,Renan Barao,corto
2726,Mark Bocek,190.5,Benson Henderson,177.8,-12.7,Benson Henderson,corto
2727,DaMarques Johnson,190.5,Amir Sadollah,187.96,-2.54,Amir Sadollah,corto
2728,Alex Caceres,185.42,Mackens Semerzier,182.88,-2.54,Mackens Semerzier,corto
2729,Mario Miranda,187.96,Aaron Simpson,185.42,-2.54,Aaron Simpson,corto
2730,Waylon Lowe,174.0,Nik Lentz,172.72,-1.28,Nik Lentz,corto
2731,Costas Philippou,185.42,Nick Catone,182.88,-2.54,Nick Catone,corto
2732,CB Dollaway,193.04,Mark Munoz,182.88,-10.16,Mark Munoz,corto
2733,Rob Kimmons,185.42,Dongi Yang,180.34,-5.08,Dongi Yang,corto
2734,David Branch,198.12,Rousimar Palhares,180.34,-17.78,Rousimar Palhares,corto
2735,George Sotiropoulos,180.34,Dennis Siver,177.8,-2.54,Dennis Siver,corto
2736,Tom Blackledge,196.0,Anthony Perosh,190.5,-5.5,Anthony Perosh,corto
2737,Maciej Jewtuszko,188.0,Curt Warburton,185.42,-2.58,Curt Warburton,corto
2738,Cole Miller,187.96,Matt Wiman,172.72,-15.24,Matt Wiman,corto
2739,Will Campuzano,177.8,Chris Cariaso,160.02,-17.78,Chris Cariaso,corto
2740,Mike Brown,177.8,Diego Nunes,170.18,-7.62,Diego Nunes,corto
2741,Joe Doerksen,190.5,Dan Miller,187.96,-2.54,Dan Miller,corto
2742,Pat Audinwood,188.0,John Makdessi,172.72,-15.28,John Makdessi,corto
2743,Kendall Grove,200.66,Demian Maia,182.88,-17.78,Demian Maia,corto
2744,Nam Phan,177.8,Leonard Garcia,175.26,-2.54,Leonard Garcia,corto
2745,Sako Chivitchian,180.0,Kyle Watson,178.0,-2.0,Kyle Watson,corto
2746,Will Campuzano,177.8,Nick Pace,172.72,-5.08,Nick Pace,corto
2747,Matt Hughes,185.42,BJ Penn,177.8,-7.62,BJ Penn,corto
2748,Gerald Harris,195.58,Maiquel Falcao,175.0,-20.58,Maiquel Falcao,corto
2749,Matt Brown,190.5,Brian Foster,180.34,-10.16,Brian Foster,corto
2750,Aaron Simpson,185.42,Mark Munoz,182.88,-2.54,Mark Munoz,corto
2751,Seth Petruzelli,193.04,Karlos Vemola,190.5,-2.54,Karlos Vemola,corto
2752,Kris McCray,193.04,Carlos Eduardo Rocha,177.8,-15.24,Carlos Eduardo Rocha,corto
2753,Brock Lesnar,205.74,Cain Velasquez,195.58,-10.16,Cain Velasquez,corto
2754,John Hathaway,190.5,Mike Pyle,187.96,-2.54,Mike Pyle,corto
2755,Cyrille Diabate,205.74,Alexander Gustafsson,200.66,-5.08,Alexander Gustafsson,corto
2756,James McSweeney,195.58,Fabio Maldonado,190.5,-5.08,Fabio Maldonado,corto
2757,Rogerio Nogueira,190.5,Ryan Bader,187.96,-2.54,Ryan Bader,corto
2758,Steve Lopez,180.34,Waylon Lowe,165.0,-15.34,Waylon Lowe,corto
2759,Kenny Florian,187.96,Gray Maynard,177.8,-10.16,Gray Maynard,corto
2760,Andre Winner,185.42,Nik Lentz,172.72,-12.7,Nik Lentz,corto
2761,Nick Osipczak,193.04,Greg Soto,185.42,-7.62,Greg Soto,corto
2762,Dustin Hazelett,193.04,Rick Story,180.34,-12.7,Rick Story,corto
2763,Todd Brown,188.0,Tim Boetsch,187.96,-0.04,Tim Boetsch,corto
2764,Ben Saunders,195.58,Dennis Hallman,182.88,-12.7,Dennis Hallman,corto
2765,DaMarques Johnson,190.5,Matthew Riddle,187.96,-2.54,Matthew Riddle,corto
2766,Jamie Yager,185.0,Rich Attonito,182.88,-2.12,Rich Attonito,corto
2767,Chuck Liddell,193.04,Rich Franklin,190.5,-2.54,Rich Franklin,corto
2768,Paulo Thiago,185.42,Martin Kampmann,182.88,-2.54,Martin Kampmann,corto
2769,Mac Danzig,177.8,Matt Wiman,172.72,-5.08,Matt Wiman,corto
2770,David Loiseau,193.04,Mario Miranda,187.96,-5.08,Mario Miranda,corto
2771,Ricardo Funch,193.04,Claude Patrick,190.5,-2.54,Claude Patrick,corto
2772,Todd Duffee,200.66,Mike Russow,185.42,-15.24,Mike Russow,corto
2773,TJ Grant,182.88,Johny Hendricks,175.26,-7.62,Johny Hendricks,corto
2774,Jason MacDonald,203.2,John Salter,187.96,-15.24,John Salter,corto
2775,BJ Penn,177.8,Frankie Edgar,172.72,-5.08,Frankie Edgar,corto
2776,Terry Etim,185.42,Rafael Dos Anjos,177.8,-7.62,Rafael Dos Anjos,corto
2777,Kendall Grove,200.66,Mark Munoz,182.88,-17.78,Mark Munoz,corto
2778,Nick Osipczak,193.04,Rick Story,180.34,-12.7,Rick Story,corto
2779,Rob Emerson,177.8,Nik Lentz,172.72,-5.08,Nik Lentz,corto
2780,Ben Saunders,195.58,Jon Fitch,193.04,-2.54,Jon Fitch,corto
2781,Eliot Marshall,195.58,Vladimir Matyushenko,187.96,-7.62,Vladimir Matyushenko,corto
2782,Eric Schafer,190.5,Jason Brilz,180.34,-10.16,Jason Brilz,corto
2783,Cory Sandhagen,177.8,Frankie Edgar,172.72,-5.08,Cory Sandhagen,corto
2784,SeungWoo Choi,187.96,Youssef Zalal,182.88,-5.08,SeungWoo Choi,corto
2785,Julianna Pena,175.26,Sara McMann,167.64,-7.62,Julianna Pena,corto
2786,Amir Albazi,172.72,Zhalgas Zhumagulov,167.64,-5.08,Amir Albazi,corto
2787,Matt Schnell,177.8,Tyson Nam,172.72,-5.08,Matt Schnell,corto
2788,Lerone Murphy,185.42,Douglas Silva de Andrade,172.72,-12.7,Lerone Murphy,corto
2789,Ricky Simon,175.26,Gaetano Pirrello,170.18,-5.08,Ricky Simon,corto
2790,Su Mudaerji,182.88,Zarrukh Adashev,165.1,-17.78,Su Mudaerji,corto
2791,Dalcha Lungiambula,193.04,Markus Perez,185.42,-7.62,Dalcha Lungiambula,corto
2792,Umar Nurmagomedov,172.72,Sergey Morozov,167.64,-5.08,Umar Nurmagomedov,corto
2793,Carlos Felipe,190.5,Justin Tafa,187.96,-2.54,Carlos Felipe,corto
2794,Jimmy Flick,172.72,Cody Durden,170.18,-2.54,Jimmy Flick,corto
2795,Kevin Holland,205.74,Jacare Souza,182.88,-22.86,Kevin Holland,corto
2796,Cub Swanson,177.8,Daniel Pineda,175.26,-2.54,Cub Swanson,corto
2797,Chase Hooper,187.96,Peter Barrett,185.42,-2.54,Chase Hooper,corto
2798,Gabriel Benitez,180.34,Justin Jaynes,172.72,-7.62,Gabriel Benitez,corto
2799,Roman Dolidze,193.04,John Allan,190.5,-2.54,Roman Dolidze,corto
2800,Anthony Smith,193.04,Devin Clark,190.5,-2.54,Anthony Smith,corto
2801,Miguel Baeza,187.96,Takashi Sato,185.42,-2.54,Miguel Baeza,corto
2802,Jonathan Pearce,180.34,Kai Kamaka,175.26,-5.08,Jonathan Pearce,corto
2803,Gina Mazany,172.72,Rachael Ostovich,157.48,-15.24,Gina Mazany,corto
2804,Su Mudaerji,182.88,Malcolm Gordon,180.34,-2.54,Su Mudaerji,corto
2805,Deiveson Figueiredo,172.72,Alex Perez,165.1,-7.62,Deiveson Figueiredo,corto
2806,Valentina Shevchenko,167.64,Jennifer Maia,162.56,-5.08,Valentina Shevchenko,corto
2807,Katlyn Chookagian,172.72,Cynthia Calvillo,162.56,-10.16,Katlyn Chookagian,corto
2808,Brandon Moreno,177.8,Brandon Royval,172.72,-5.08,Brandon Moreno,corto
2809,Kyle Daukaus,193.04,Dustin Stoltzfus,190.5,-2.54,Kyle Daukaus,corto
2810,Ashley Yoder,175.26,Miranda Granger,172.72,-2.54,Ashley Yoder,corto
2811,Don'Tale Mayes,205.74,Roque Martinez,182.88,-22.86,Don'Tale Mayes,corto
2812,Andrei Arlovski,195.58,Tanner Boser,190.5,-5.08,Andrei Arlovski,corto
2813,Giga Chikadze,187.96,Jamey Simmons,165.1,-22.86,Giga Chikadze,corto
2814,Darren Elkins,180.34,Eduardo Garagorri,177.8,-2.54,Darren Elkins,corto
2815,Max Griffin,193.04,Ramiz Brahimaj,185.42,-7.62,Max Griffin,corto
2816,Uriah Hall,200.66,Anderson Silva,195.58,-5.08,Uriah Hall,corto
2817,Kevin Holland,205.74,Charlie Ontiveros,198.12,-7.62,Kevin Holland,corto
2818,Adrian Yanez,177.8,Victor Rodriguez,165.1,-12.7,Adrian Yanez,corto
2819,Sean Strickland,193.04,Jack Marshman,185.42,-7.62,Sean Strickland,corto
2820,Alexander Volkov,203.2,Walt Harris,195.58,-7.62,Alexander Volkov,corto
2821,Lauren Murphy,170.18,Liliya Shakirova,165.1,-5.08,Lauren Murphy,corto
2822,Joel Alvarez,195.58,Alexander Yakovlev,187.96,-7.62,Joel Alvarez,corto
2823,Edson Barboza,190.5,Makwan Amirkhani,182.88,-7.62,Edson Barboza,corto
2824,Tom Aspinall,198.12,Alan Baudot,190.5,-7.62,Tom Aspinall,corto
2825,Giga Chikadze,187.96,Omar Morales,185.42,-2.54,Giga Chikadze,corto
2826,Holly Holm,175.26,Irene Aldana,172.72,-2.54,Holly Holm,corto
2827,Germaine de Randamie,180.34,Julianna Pena,175.26,-5.08,Germaine de Randamie,corto
2828,Kyler Phillips,182.88,Cameron Else,180.34,-2.54,Kyler Phillips,corto
2829,Casey Kenney,172.72,Heili Alateng,167.64,-5.08,Casey Kenney,corto
2830,Israel Adesanya,203.2,Paulo Costa,182.88,-20.32,Israel Adesanya,corto
2831,Ketlen Vieira,172.72,Sijara Eubanks,170.18,-2.54,Ketlen Vieira,corto
2832,Hakeem Dawodu,185.42,Zubaira Tukhugov,172.72,-12.7,Hakeem Dawodu,corto
2833,Juan Espino,208.28,Jeff Hughes,195.58,-12.7,Juan Espino,corto
2834,Johnny Walker,208.28,Ryan Spann,200.66,-7.62,Johnny Walker,corto
2835,Kevin Holland,205.74,Darren Stewart,187.96,-17.78,Kevin Holland,corto
2836,Darrick Minner,175.26,TJ Laramie,167.64,-7.62,Darrick Minner,corto
2837,Andre Ewell,190.5,Irwin Rivera,170.18,-20.32,Andre Ewell,corto
2838,Alexandr Romanov,190.5,Roque Martinez,177.8,-12.7,Alexandr Romanov,corto
2839,Sabina Mazo,177.8,Justine Kish,162.56,-15.24,Sabina Mazo,corto
2840,Alistair Overeem,203.2,Augusto Sakai,195.58,-7.62,Alistair Overeem,corto
2841,Ovince Saint Preux,203.2,Alonzo Menifield,193.04,-10.16,Ovince Saint Preux,corto
2842,Andre Muniz,198.12,Bartosz Fabinski,190.5,-7.62,Andre Muniz,corto
2843,Mallory Martin,160.02,Hannah Cifers,157.48,-2.54,Mallory Martin,corto
2844,Alex Caceres,185.42,Austin Springer,180.34,-5.08,Alex Caceres,corto
2845,Polyana Viana,170.18,Emily Whitmire,160.02,-10.16,Polyana Viana,corto
2846,Stipe Miocic,203.2,Daniel Cormier,182.88,-20.32,Stipe Miocic,corto
2847,Chris Daukaus,187.96,Parker Porter,172.0,-187.96,Chris Daukaus,corto
2848,Yana Kunitskaya,172.72,Julija Stoliarenko,167.64,-5.08,Yana Kunitskaya,corto
2849,Beneil Dariush,182.88,Scott Holtzman,175.26,-7.62,Beneil Dariush,corto
2850,Tim Means,190.5,Laureano Staropoli,180.34,-10.16,Tim Means,corto
2851,Kevin Holland,205.74,Joaquin Buckley,185.42,-20.32,Kevin Holland,corto
2852,Nasrat Haqparast,182.88,Alex Munoz,175.26,-7.62,Nasrat Haqparast,corto
2853,Andrew Sanchez,187.96,Wellington Turman,182.88,-5.08,Andrew Sanchez,corto
2854,Derek Brunson,195.58,Edmen Shahbazyan,187.96,-7.62,Derek Brunson,corto
2855,Jamall Emmers,187.96,Vince Cachero,172.72,-15.24,Jamall Emmers,corto
2856,Mauricio Rua,193.04,Rogerio Nogueira,190.5,-2.54,Mauricio Rua,corto
2857,Paul Craig,193.04,Gadzhimurad Antigulov,177.8,-15.24,Paul Craig,corto
2858,Alex Oliveira,193.04,Peter Sobotta,190.5,-2.54,Alex Oliveira,corto
2859,Khamzat Chimaev,190.5,Rhys McKee,185.42,-5.08,Khamzat Chimaev,corto
2860,Ramazan Emeev,193.04,Niklas Stolze,182.88,-10.16,Ramazan Emeev,corto
2861,Deiveson Figueiredo,172.72,Joseph Benavidez,165.1,-7.62,Deiveson Figueiredo,corto
2862,Jack Hermansson,195.58,Kelvin Gastelum,180.34,-15.24,Jack Hermansson,corto
2863,Grant Dawson,182.88,Nad Narimani,177.8,-5.08,Grant Dawson,corto
2864,Calvin Kattar,182.88,Dan Ige,180.34,-2.54,Calvin Kattar,corto
2865,Jimmie Rivera,172.72,Cody Stamann,162.56,-10.16,Jimmie Rivera,corto
2866,Modestas Bukauskas,190.5,Andreas Michailidis,182.88,-7.62,Modestas Bukauskas,corto
2867,Jack Shore,180.34,Aaron Phillips,177.8,-2.54,Jack Shore,corto
2868,Kamaru Usman,193.04,Jorge Masvidal,187.96,-5.08,Kamaru Usman,corto
2869,Alexander Volkanovski,180.34,Max Holloway,175.26,-5.08,Alexander Volkanovski,corto
2870,Amanda Ribas,167.64,Paige VanZant,165.1,-2.54,Amanda Ribas,corto
2871,Leonardo Santos,190.5,Roman Bogatov,172.72,-17.78,Leonardo Santos,corto
2872,Raulian Paiva,175.26,Zhalgas Zhamagulov,162.56,-12.7,Raulian Paiva,corto
2873,Karol Rosa,170.18,Vanessa Melo,165.1,-5.08,Karol Rosa,corto
2874,Mara Romero Borella,175.26,Miranda Maverick,165.1,-10.16,Mara Romero Borella,corto
2875,Takashi Sato,185.42,Jason Witt,177.8,-7.62,Takashi Sato,corto
2876,Kay Hansen,160.02,Jinh Yu Frey,157.48,-160.02,Kay Hansen,corto
2877,Andre Fili,187.96,Charles Jourdain,175.26,-12.7,Andre Fili,corto
2878,Jordan Espinosa,175.26,Mark De La Rosa,165.1,-10.16,Jordan Espinosa,corto
2879,Mariya Agapova,172.72,Hannah Cifers,157.48,-15.24,Mariya Agapova,corto
2880,Merab Dvalishvili,172.72,Gustavo Lopez,170.18,-2.54,Merab Dvalishvili,corto
2881,Tyson Nam,172.72,Zarrukh Adashev,165.1,-7.62,Tyson Nam,corto
2882,Amanda Nunes,175.26,Felicia Spencer,172.72,-2.54,Amanda Nunes,corto
2883,Aljamain Sterling,180.34,Cory Sandhagen,177.8,-2.54,Aljamain Sterling,corto
2884,Neil Magny,203.2,Anthony Rocco Martin,185.42,-17.78,Neil Magny,corto
2885,Mackenzie Dern,160.02,Hannah Cifers,157.48,-2.54,Mackenzie Dern,corto
2886,Katlyn Chookagian,172.72,Antonina Shevchenko,170.18,-2.54,Katlyn Chookagian,corto
2887,Daniel Rodriguez,187.96,Gabe Green,185.42,-2.54,Daniel Rodriguez,corto
2888,Jamahal Hill,200.66,Klidson Abreu,187.96,-12.7,Jamahal Hill,corto
2889,Alistair Overeem,203.2,Walt Harris,195.58,-7.62,Alistair Overeem,corto
2890,Krzysztof Jotko,195.58,Eryk Anders,190.5,-5.08,Krzysztof Jotko,corto
2891,Kevin Holland,205.74,Anthony Hernandez,190.5,-15.24,Kevin Holland,corto
2892,Giga Chikadze,187.96,Irwin Rivera,0.0,-187.96,Giga Chikadze,corto
2893,Nate Landwehr,182.88,Darren Elkins,180.34,-2.54,Nate Landwehr,corto
2894,Ricky Simon,175.26,Ray Borg,160.02,-15.24,Ricky Simon,corto
2895,Chase Sherman,198.12,Ike Villanueva,185.42,-12.7,Chase Sherman,corto
2896,Bryce Mitchell,177.8,Charles Rosa,175.26,-2.54,Bryce Mitchell,corto
2897,Ryan Spann,200.66,Sam Alvey,190.5,-10.16,Ryan Spann,corto
2898,Aleksei Oleinik,203.2,Fabricio Werdum,195.58,-7.62,Aleksei Oleinik,corto
2899,Carla Esparza,160.02,Michelle Waterson,157.48,-2.54,Carla Esparza,corto
2900,Uriah Hall,200.66,Jacare Souza,182.88,-17.78,Uriah Hall,corto
2901,Francis Ngannou,210.82,Jairzinho Rozenstruik,198.12,-12.7,Francis Ngannou,corto
2902,Greg Hardy,203.2,Yorgan De Castro,187.96,-15.24,Greg Hardy,corto
2903,Renato Moicano,182.88,Damir Hadzovic,177.8,-5.08,Renato Moicano,corto
2904,Francisco Trinaldo,177.8,John Makdessi,172.72,-5.08,Francisco Trinaldo,corto
2905,Amanda Ribas,167.64,Randa Markos,160.02,-7.62,Amanda Ribas,corto
2906,Elizeu Dos Santos,185.42,Aleksei Kunchenko,177.8,-7.62,Elizeu Dos Santos,corto
2907,Israel Adesanya,203.2,Yoel Romero,185.42,-17.78,Israel Adesanya,corto
2908,Beneil Dariush,182.88,Drakkar Klose,177.8,-5.08,Beneil Dariush,corto
2909,Neil Magny,203.2,Li Jingliang,180.34,-22.86,Neil Magny,corto
2910,Sean O'Malley,182.88,Jose Quinonez,175.26,-7.62,Sean O'Malley,corto
2911,Mark Madsen,182.88,Austin Hubbard,180.34,-2.54,Mark Madsen,corto
2912,Gerald Meerschaert,195.58,Deron Winn,177.8,-17.78,Gerald Meerschaert,corto
2913,Danaa Batgerel,177.8,Guido Cannetti,172.72,-5.08,Danaa Batgerel,corto
2914,Megan Anderson,182.88,Norma Dumont,170.18,-12.7,Megan Anderson,corto
2915,Grant Dawson,182.88,Darrick Minner,177.8,-5.08,Grant Dawson,corto
2916,Brendan Allen,190.5,Tom Breese,185.42,-5.08,Brendan Allen,corto
2917,Jordan Griffin,185.42,TJ Brown,182.88,-2.54,Jordan Griffin,corto
2918,Jalin Turner,195.58,Joshua Culibao,177.8,-17.78,Jalin Turner,corto
2919,Kai Kara France,175.26,Tyson Nam,172.72,-2.54,Kai Kara France,corto
2920,Francis Ngannou,210.82,Junior Dos Santos,195.58,-15.24,Francis Ngannou,corto
2921,Ricardo Ramos,182.88,Journey Newson,170.18,-12.7,Ricardo Ramos,corto
2922,Maurice Greene,203.2,Junior Albini,187.96,-15.24,Maurice Greene,corto
2923,Andre Ewell,190.5,Anderson Dos Santos,177.8,-12.7,Andre Ewell,corto
2924,Andrea Lee,175.26,Montana De La Rosa,172.72,-2.54,Andrea Lee,corto
2925,Kevin Holland,205.74,Alessio Di Chirico,187.96,-17.78,Kevin Holland,corto
2926,Ashley Yoder,175.26,Syuri Kondo,167.64,-7.62,Ashley Yoder,corto
2927,Jon Jones,213.36,Thiago Santos,193.04,-20.32,Jon Jones,corto
2928,Jorge Masvidal,187.96,Ben Askren,185.42,-2.54,Jorge Masvidal,corto
2929,Jan Blachowicz,198.12,Luke Rockhold,195.58,-2.54,Jan Blachowicz,corto
2930,Edmen Shahbazyan,187.96,Jack Marshman,185.42,-2.54,Edmen Shahbazyan,corto
2931,Julia Avila,172.72,Pannie Kianzad,167.64,-5.08,Julia Avila,corto
2932,Brok Weaver,185.42,Kazula Vargas,180.34,-5.08,Brok Weaver,corto
2933,Macy Chiasson,182.88,Shanna Young,165.1,-17.78,Macy Chiasson,corto
2934,Germaine De Randamie,180.34,Aspen Ladd,167.64,-12.7,Germaine De Randamie,corto
2935,Karl Roberson,187.96,Wellington Turman,182.88,-5.08,Karl Roberson,corto
2936,Andre Fili,187.96,Sheymon Moraes,182.88,-5.08,Andre Fili,corto
2937,Julianna Pena,175.26,Nicco Montano,165.1,-10.16,Julianna Pena,corto
2938,Benito Lopez,185.42,Vince Morales,177.8,-7.62,Benito Lopez,corto
2939,Alexander Hernandez,182.88,Francisco Trinaldo,177.8,-5.08,Alexander Hernandez,corto
2940,Alex Caceres,185.42,Steven Peterson,177.8,-7.62,Alex Caceres,corto
2941,Max Holloway,175.26,Frankie Edgar,172.72,-2.54,Max Holloway,corto
2942,Hakeem Dawodu,185.42,Yoshinori Horie,177.8,-7.62,Hakeem Dawodu,corto
2943,Jim Miller,180.34,Clay Guida,177.8,-2.54,Jim Miller,corto
2944,Mickey Gall,187.96,Salim Touahri,182.88,-5.08,Mickey Gall,corto
2945,Miranda Granger,172.72,Hannah Goldy,154.94,-17.78,Miranda Granger,corto
2946,Jon Jones,213.36,Dominick Reyes,195.58,-17.78,Jon Jones,corto
2947,Derrick Lewis,200.66,Ilir Latifi,185.42,-15.24,Derrick Lewis,corto
2948,Trevin Giles,187.96,James Krause,185.42,-2.54,Trevin Giles,corto
2949,Andre Ewell,190.5,Jonathan Martinez,177.8,-12.7,Andre Ewell,corto
2950,Vincente Luque,190.5,Mike Perry,180.34,-10.16,Vincente Luque,corto
2951,Volkan Oezdemir,190.5,Ilir Latifi,185.42,-5.08,Volkan Oezdemir,corto
2952,Gilbert Burns,180.34,Aleksei Kunchenko,177.8,-2.54,Gilbert Burns,corto
2953,Ciryl Gane,205.74,Raphael Pessoa Nunes,198.12,-7.62,Ciryl Gane,corto
2954,Derek Brunson,195.58,Ian Heinisch,182.88,-12.7,Derek Brunson,corto
2955,Kyung Ho Kang,185.42,Brandon Davis,182.88,-2.54,Kyung Ho Kang,corto
2956,Sabina Mazo,177.8,Shana Dobson,175.26,-2.54,Sabina Mazo,corto
2957,Kai Kara-France,175.26,Mark De La Rosa,165.1,-10.16,Kai Kara-France,corto
2958,Su Mudaerji,182.88,Andre Soukhamthath,177.8,-5.08,Su Mudaerji,corto
2959,Curtis Blaydes,203.2,Shamil Abdurakhimov,193.04,-10.16,Curtis Blaydes,corto
2960,Misha Cirkunov,195.58,Jimmy Crute,187.96,-7.62,Misha Cirkunov,corto
2961,Irene Aldana,172.72,Vanessa Melo,165.1,-7.62,Irene Aldana,corto
2962,Jose Quinonez,175.26,Carlos Huachin,170.18,-5.08,Jose Quinonez,corto
2963,Sergio Pettis,175.26,Tyson Nam,172.72,-2.54,Sergio Pettis,corto
2964,Marc Diakiese,185.42,Lando Vannata,180.34,-5.08,Marc Diakiese,corto
2965,Jake Matthews,185.42,Rostem Akman,182.88,-2.54,Jake Matthews,corto
2966,Khalid Taha,175.26,Bruno Silva,165.1,-10.16,Khalid Taha,corto
2967,Curtis Blaydes,203.2,Junior Dos Santos,195.58,-7.62,Curtis Blaydes,corto
2968,Jamahal Hill,200.66,Darko Stosic,193.04,-7.62,Jamahal Hill,corto
2969,Arnold Allen,177.8,Nik Lentz,172.72,-5.08,Arnold Allen,corto
2970,Montel Jackson,190.5,Felipe Colares,175.26,-15.24,Montel Jackson,corto
2971,Sara McMann,167.64,Lina Lansberg,165.1,-2.54,Sara McMann,corto
2972,Brett Johns,180.34,Tony Gravely,178.0,-2.34,Brett Johns,corto
2973,Herbert Burns,187.96,Nate Landwehr,182.88,-5.08,Herbert Burns,corto
2974,Joanna Jedrzejczyk,165.1,Michelle Waterson,157.48,-7.62,Joanna Jedrzejczyk,corto
2975,Ryan Spann,200.66,Devin Clark,190.5,-10.16,Ryan Spann,corto
2976,Deiveson Figueiredo,172.72,Tim Elliott,167.64,-5.08,Deiveson Figueiredo,corto
2977,Miguel Baeza,187.96,Hector Aldana,182.88,-5.08,Miguel Baeza,corto
2978,Maycee Barber,165.1,Gillian Robertson,160.02,-5.08,Maycee Barber,corto
2979,Randy Costa,185.42,Boston Salmon,175.26,-10.16,Randy Costa,corto
2980,Raphael Pessoa Nunes,198.12,Jeff Hughes,195.58,-2.54,Raphael Pessoa Nunes,corto
2981,Conor McGregor,187.96,Donald Cerrone,185.42,-2.54,Conor McGregor,corto
2982,Holly Holm,175.26,Raquel Pennington,170.18,-5.08,Holly Holm,corto
2983,Roxanne Modafferi,175.26,Maycee Barber,165.1,-10.16,Roxanne Modafferi,corto
2984,Sabina Mazo,177.8,JJ Aldrich,170.18,-7.62,Sabina Mazo,corto
2985,Derrick Lewis,200.66,Blagoy Ivanov,185.42,-15.24,Derrick Lewis,corto
2986,Kevin Lee,195.58,Gregor Gillespie,180.34,-15.24,Kevin Lee,corto
2987,Shane Burgos,190.5,Makwan Amirkhani,182.88,-7.62,Shane Burgos,corto
2988,Katlyn Chookagian,172.72,Jennifer Maia,162.56,-10.16,Katlyn Chookagian,corto
2989,Zabit Magomedsharipov,185.42,Calvin Kattar,182.88,-2.54,Zabit Magomedsharipov,corto
2990,Shamil Gamzatov,193.04,Klidson Abreu,187.96,-5.08,Shamil Gamzatov,corto
2991,Jan Blachowicz,198.12,Jacare Souza,182.88,-15.24,Jan Blachowicz,corto
2992,Charles Oliveira,187.96,Jared Gordon,172.72,-15.24,Charles Oliveira,corto
2993,Ricardo Ramos,182.88,Eduardo Garagorri,177.8,-5.08,Ricardo Ramos,corto
2994,Ariane Lipski,170.18,Isabela De Pauda,162.56,-7.62,Ariane Lipski,corto
2995,Kyung Ho Kang,185.42,Liu Pingyuan,182.88,-2.54,Kyung Ho Kang,corto
2996,Ciryl Gane,205.74,Tanner Boser,191.77,-13.97,Ciryl Gane,corto
2997,Seungwoo Choi,189.23,Suman Mokhtarian,170.18,-19.05,Seungwoo Choi,corto
2998,Geoff Neal,190.5,Mike Perry,180.34,-10.16,Geoff Neal,corto
2999,Chase Hooper,191.77,Daniel Teymur,175.26,-16.51,Chase Hooper,corto
3000,Brandon Moreno,177.8,Kai Kara France,175.26,-2.54,Brandon Moreno,corto
3001,Rob Font,181.61,Ricky Simon,175.26,-6.35,Rob Font,corto
3002,Bryce Mitchell,177.8,Matt Sayles,173.99,-3.81,Bryce Mitchell,corto
3003,Joe Solecki,179.07,Matt Wiman,172.72,-6.35,Joe Solecki,corto
3004,Makhmud Muradov,191.77,Trevor Smith,190.5,-1.27,Makhmud Muradov,corto
3005,Tony Ferguson,193.04,Donald Cerrone,185.42,-7.62,Tony Ferguson,corto
3006,Tatiana Suarez,167.64,Nina Ansaroff,162.56,-5.08,Tatiana Suarez,corto
3007,Aljamain Sterling,180.34,Pedro Munhoz,165.1,-15.24,Aljamain Sterling,corto
3008,Eddie Wineland,175.26,Grigorii Popov,172.72,-2.54,Eddie Wineland,corto
3009,Katlyn Chookagian,172.72,Joanne Calderwood,165.1,-7.62,Katlyn Chookagian,corto
3010,Makwan Amirkhani,182.88,Chris Fishgold,172.72,-10.16,Makwan Amirkhani,corto
3011,Bea Malecki,187.96,Duda Santana,185.42,-2.54,Bea Malecki,corto
3012,Joel Alvarez,195.58,Danilo Belluardo,187.96,-7.62,Joel Alvarez,corto
3013,Vicente Luque,190.5,Derrick Krantz,182.88,-7.62,Vicente Luque,corto
3014,Charles Oliveira,187.96,Nik Lentz,172.72,-15.24,Charles Oliveira,corto
3015,Desmond Green,185.42,Charles Jourdain,175.26,-10.16,Desmond Green,corto
3016,Zak Cummings,190.5,Trevin Giles,187.96,-2.54,Zak Cummings,corto
3017,Irene Aldana,172.72,Bethe Correia,162.56,-10.16,Irene Aldana,corto
