,#,R_fighter,B_fighter,Referee,date,location,Winner,weight_class,no_of_rounds,B_losses,B_total_rounds_fought,B_wins,B_Stance,B_Height_cms,B_Weight_lbs,R_losses,R_total_rounds_fought,R_wins,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
1497,1497,Karolina Kowalkiewicz,Heather Jo Clark,Marc Goddard,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Red,Women's Strawweight,3,0.0,3.0,1.0,,167.64,115.0,0.0,3.0,1.0,Orthodox,160.02,115.0,35.0,30.0
1498,1498,Rustam Khabilov,Chris Wade,Leon Roberts,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Red,Lightweight,3,0.0,8.0,4.0,Orthodox,177.8,155.0,2.0,15.0,4.0,Orthodox,172.72,155.0,28.0,29.0
1499,1499,Magnus Cedenblad,Garreth McLellan,Lukasz Bosacki,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Red,Middleweight,3,1.0,6.0,1.0,Southpaw,185.42,185.0,1.0,8.0,3.0,Orthodox,195.58,185.0,33.0,34.0
1500,1500,Jon Tuck,Josh Emmett,Rich Mitchell,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Blue,Lightweight,3,0.0,0.0,0.0,Orthodox,167.64,145.0,2.0,13.0,3.0,Orthodox,180.34,155.0,31.0,31.0
1501,1501,Yan Cabral,Reza Madadi,Leon Roberts,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Blue,Lightweight,3,2.0,11.0,2.0,Orthodox,180.34,155.0,2.0,11.0,2.0,Orthodox,180.34,155.0,37.0,32.0
1502,1502,Kyoji Horiguchi,Neil Seery,Marc Goddard,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Red,Flyweight,3,2.0,14.0,3.0,Orthodox,162.56,125.0,1.0,17.0,5.0,Orthodox,165.1,125.0,36.0,25.0
1503,1503,Leon Edwards,Dominic Waters,Lukasz Bosacki,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Red,Welterweight,3,2.0,4.0,0.0,Orthodox,185.42,170.0,2.0,10.0,2.0,Southpaw,182.88,170.0,27.0,24.0
1504,1504,Ulka Sasaki,Willie Gates,Rich Mitchell,2016-05-08,"Rotterdam, Zuid-Holland, Netherlands",Red,Flyweight,3,2.0,7.0,1.0,Orthodox,172.72,125.0,2.0,5.0,1.0,Southpaw,177.8,125.0,29.0,26.0
1505,1505,Jon Jones,Ovince Saint Preux,Herb Dean,2016-04-23,"Las Vegas, Nevada, USA",Red,Light Heavyweight,5,2.0,20.0,7.0,Southpaw,190.5,205.0,1.0,47.0,15.0,Orthodox,193.04,205.0,33.0,28.0
1506,1506,Demetrious Johnson,Henry Cejudo,John McCarthy,2016-04-23,"Las Vegas, Nevada, USA",Red,Flyweight,5,0.0,12.0,4.0,Orthodox,162.56,135.0,2.0,50.0,11.0,Orthodox,160.02,125.0,29.0,29.0
1507,1507,Anthony Pettis,Edson Barboza,Herb Dean,2016-04-23,"Las Vegas, Nevada, USA",Blue,Lightweight,3,4.0,32.0,10.0,Orthodox,180.34,155.0,3.0,19.0,5.0,Orthodox,177.8,170.0,30.0,29.0
1508,1508,Robert Whittaker,Rafael Natal,John McCarthy,2016-04-23,"Las Vegas, Nevada, USA",Red,Middleweight,3,5.0,39.0,9.0,Orthodox,182.88,185.0,2.0,19.0,6.0,Orthodox,182.88,185.0,33.0,25.0
1509,1509,Yair Rodriguez,Andre Fili,Dan Miragliotta,2016-04-23,"Las Vegas, Nevada, USA",Red,Featherweight,3,2.0,10.0,3.0,Orthodox,180.34,145.0,0.0,9.0,3.0,,180.34,145.0,25.0,23.0
1510,1510,Sergio Pettis,Chris Kelades,Mark Smith,2016-04-23,"Las Vegas, Nevada, USA",Red,Flyweight,3,1.0,9.0,2.0,Orthodox,170.18,125.0,2.0,17.0,4.0,Orthodox,167.64,135.0,35.0,22.0
1511,1511,Danny Roberts,Dominique Steele,Herb Dean,2016-04-23,"Las Vegas, Nevada, USA",Red,Welterweight,3,1.0,4.0,1.0,Orthodox,177.8,170.0,0.0,1.0,1.0,Southpaw,185.42,170.0,28.0,28.0
1512,1512,Carla Esparza,Juliana Lima,John McCarthy,2016-04-23,"Las Vegas, Nevada, USA",Red,Women's Strawweight,3,1.0,9.0,2.0,Orthodox,165.1,115.0,1.0,5.0,1.0,,154.94,115.0,34.0,28.0
1513,1513,Glaico Franca,James Vick,Dan Miragliotta,2016-04-23,"Las Vegas, Nevada, USA",Blue,Lightweight,3,0.0,8.0,4.0,Orthodox,190.5,155.0,0.0,3.0,1.0,,182.88,155.0,29.0,25.0
1514,1514,Walt Harris,Cody East,Mark Smith,2016-04-23,"Las Vegas, Nevada, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,190.5,245.0,3.0,6.0,0.0,Southpaw,195.58,250.0,27.0,32.0
1515,1515,Marcos Rogerio de Lima,Clint Hester,Dan Miragliotta,2016-04-23,"Las Vegas, Nevada, USA",Red,Light Heavyweight,3,2.0,15.0,4.0,Orthodox,187.96,205.0,1.0,3.0,2.0,Orthodox,185.42,253.0,29.0,30.0
1516,1516,Efrain Escudero,Kevin Lee,Mark Smith,2016-04-23,"Las Vegas, Nevada, USA",Blue,Lightweight,3,2.0,14.0,4.0,Orthodox,175.26,170.0,6.0,29.0,5.0,Orthodox,175.26,155.0,23.0,30.0
1517,1517,Glover Teixeira,Rashad Evans,Herb Dean,2016-04-16,"Tampa, Florida, USA",Red,Light Heavyweight,5,5.0,54.0,14.0,Orthodox,182.88,205.0,2.0,21.0,7.0,Orthodox,187.96,205.0,36.0,36.0
1518,1518,Rose Namajunas,Tecia Torres,Dan Miragliotta,2016-04-16,"Tampa, Florida, USA",Red,Women's Strawweight,3,0.0,9.0,3.0,Orthodox,154.94,115.0,1.0,9.0,2.0,Orthodox,165.1,115.0,26.0,23.0
1519,1519,Khabib Nurmagomedov,Darrell Horcher,James Warring,2016-04-16,"Tampa, Florida, USA",Red,Catch Weight,3,0.0,0.0,0.0,Southpaw,177.8,155.0,0.0,16.0,6.0,Orthodox,177.8,155.0,28.0,27.0
1520,1520,Cub Swanson,Hacran Dias,Herb Dean,2016-04-16,"Tampa, Florida, USA",Red,Featherweight,3,2.0,15.0,3.0,Orthodox,172.72,155.0,3.0,26.0,6.0,Orthodox,172.72,145.0,31.0,32.0
1521,1521,Beneil Dariush,Michael Chiesa,Dan Miragliotta,2016-04-16,"Tampa, Florida, USA",Blue,Lightweight,3,2.0,17.0,6.0,Southpaw,185.42,170.0,1.0,15.0,6.0,Southpaw,177.8,155.0,28.0,26.0
1522,1522,Bethe Correia,Raquel Pennington,James Warring,2016-04-16,"Tampa, Florida, USA",Blue,Women's Bantamweight,3,2.0,12.0,3.0,Orthodox,170.18,135.0,1.0,9.0,3.0,Orthodox,165.1,135.0,27.0,32.0
1523,1523,Court McGee,Santiago Ponzinibbio,Herb Dean,2016-04-16,"Tampa, Florida, USA",Blue,Welterweight,3,2.0,10.0,3.0,Orthodox,182.88,170.0,3.0,26.0,6.0,Orthodox,180.34,170.0,29.0,31.0
1524,1524,Randy Brown,Michael Graves,Dan Miragliotta,2016-04-16,"Tampa, Florida, USA",Blue,Welterweight,3,0.0,3.0,1.0,,177.8,170.0,0.0,3.0,1.0,Orthodox,190.5,170.0,25.0,25.0
1525,1525,John Dodson,Manvel Gamburyan,James Warring,2016-04-16,"Tampa, Florida, USA",Red,Bantamweight,3,7.0,31.0,6.0,Orthodox,165.1,135.0,2.0,22.0,6.0,Orthodox,160.02,135.0,34.0,31.0
1526,1526,Oluwale Bamgbose,Cezar Ferreira,Herb Dean,2016-04-16,"Tampa, Florida, USA",Blue,Middleweight,3,3.0,13.0,4.0,Southpaw,185.42,185.0,1.0,2.0,1.0,Switch,180.34,185.0,31.0,28.0
1527,1527,Elizeu Zaleski dos Santos,Omari Akhmedov,Dan Miragliotta,2016-04-16,"Tampa, Florida, USA",Red,Welterweight,3,2.0,9.0,3.0,Orthodox,182.88,185.0,1.0,3.0,0.0,Orthodox,180.34,170.0,28.0,29.0
1528,1528,Ben Rothwell,Junior Dos Santos,Leon Roberts,2016-04-10,"Zagreb, Croatia",Blue,Heavyweight,5,3.0,36.0,11.0,Orthodox,193.04,238.0,3.0,18.0,6.0,Orthodox,193.04,265.0,32.0,34.0
1529,1529,Derrick Lewis,Gabriel Gonzaga,Marc Goddard,2016-04-10,"Zagreb, Croatia",Red,Heavyweight,3,9.0,36.0,12.0,Orthodox,187.96,242.0,2.0,11.0,5.0,Orthodox,190.5,260.0,36.0,31.0
1530,1530,Francis Ngannou,Curtis Blaydes,Kevin Sataki,2016-04-10,"Zagreb, Croatia",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,193.04,265.0,0.0,2.0,1.0,Orthodox,193.04,250.0,25.0,29.0
1531,1531,Tim Johnson,Marcin Tybura,Grant Waterman,2016-04-10,"Zagreb, Croatia",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,190.5,249.0,1.0,4.0,1.0,Southpaw,190.5,265.0,30.0,31.0
1532,1532,Igor Pokrajac,Jan Blachowicz,Leon Roberts,2016-04-10,"Zagreb, Croatia",Blue,Light Heavyweight,3,2.0,7.0,1.0,Orthodox,187.96,205.0,8.0,25.0,4.0,Orthodox,182.88,205.0,33.0,37.0
1533,1533,Maryna Moroz,Cristina Stanciu,Kevin Sataki,2016-04-10,"Zagreb, Croatia",Red,Women's Strawweight,3,0.0,0.0,0.0,Orthodox,160.02,115.0,1.0,4.0,1.0,Orthodox,170.18,125.0,22.0,24.0
1534,1534,Nicolas Dalby,Zak Cummings,Marc Goddard,2016-04-10,"Zagreb, Croatia",Blue,Welterweight,3,1.0,7.0,3.0,Southpaw,182.88,185.0,1.0,6.0,1.0,Orthodox,180.34,170.0,31.0,31.0
1535,1535,Ian Entwistle,Alejandro Perez,Grant Waterman,2016-04-10,"Zagreb, Croatia",Blue,Bantamweight,3,1.0,6.0,2.0,Orthodox,167.64,135.0,1.0,2.0,1.0,Orthodox,165.1,135.0,26.0,29.0
1536,1536,Mairbek Taisumov,Damir Hadzovic,,2016-04-10,"Zagreb, Croatia",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,175.26,155.0,1.0,11.0,4.0,Orthodox,175.26,155.0,29.0,27.0
1537,1537,Filip Pejic,Damian Stasiak,Marc Goddard,2016-04-10,"Zagreb, Croatia",Blue,Bantamweight,3,1.0,3.0,0.0,Orthodox,165.1,135.0,0.0,0.0,0.0,Orthodox,172.72,135.0,26.0,23.0
1538,1538,Rob Whiteford,Lucas Martins,Leon Roberts,2016-04-10,"Zagreb, Croatia",Blue,Featherweight,3,3.0,13.0,3.0,Southpaw,182.88,145.0,2.0,9.0,2.0,Southpaw,175.26,145.0,27.0,32.0
1539,1539,Jared Cannonier,Cyril Asker,Grant Waterman,2016-04-10,"Zagreb, Croatia",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,182.88,247.0,1.0,1.0,0.0,Switch,180.34,185.0,30.0,32.0
1540,1540,Alessio Di Chirico,Bojan Velickovic,Kevin Sataki,2016-04-10,"Zagreb, Croatia",Blue,Middleweight,3,0.0,0.0,0.0,Southpaw,182.88,170.0,0.0,0.0,0.0,Orthodox,182.88,185.0,27.0,26.0
1541,1541,Mark Hunt,Frank Mir,Marc Goddard,2016-03-19,"Brisbane, Queensland, Australia",Red,Heavyweight,5,10.0,42.0,16.0,Southpaw,190.5,264.0,5.0,28.0,6.0,Orthodox,177.8,265.0,36.0,41.0
1542,1542,Hector Lombard,Neil Magny,Steve Perceval,2016-03-19,"Brisbane, Queensland, Australia",Blue,Welterweight,3,3.0,36.0,10.0,Orthodox,190.5,170.0,3.0,14.0,3.0,Southpaw,175.26,185.0,28.0,38.0
1543,1543,Jake Matthews,Johnny Case,John Sharp,2016-03-19,"Brisbane, Queensland, Australia",Red,Lightweight,3,0.0,11.0,4.0,Orthodox,177.8,155.0,1.0,8.0,3.0,Orthodox,180.34,170.0,26.0,21.0
1544,1544,Daniel Kelly,Antonio Carlos Junior,Greg Kleynjans,2016-03-19,"Brisbane, Queensland, Australia",Red,Middleweight,3,2.0,10.0,2.0,Orthodox,187.96,185.0,1.0,8.0,3.0,Southpaw,182.88,185.0,26.0,38.0
1545,1545,James Te Huna,Steve Bosse,Marc Goddard,2016-03-19,"Brisbane, Queensland, Australia",Blue,Light Heavyweight,3,1.0,1.0,0.0,Orthodox,180.34,205.0,4.0,15.0,5.0,Orthodox,187.96,185.0,34.0,34.0
1546,1546,Bec Rawlings,Seohee Ham,Steve Perceval,2016-03-19,"Brisbane, Queensland, Australia",Red,Women's Strawweight,3,1.0,6.0,1.0,Southpaw,157.48000000000005,115.0,1.0,4.0,1.0,Orthodox,167.64,125.0,29.0,27.0
1547,1547,Brendan O'Reilly,Alan Jouban,John Sharp,2016-03-19,"Brisbane, Queensland, Australia",Blue,Welterweight,3,2.0,9.0,3.0,Southpaw,182.88,170.0,1.0,6.0,1.0,Orthodox,170.18,170.0,34.0,28.0
1548,1548,Dan Hooker,Mark Eddiva,Greg Kleynjans,2016-03-19,"Brisbane, Queensland, Australia",Red,Featherweight,3,2.0,8.0,1.0,Orthodox,172.72,145.0,2.0,9.0,2.0,Switch,182.88,155.0,30.0,26.0
1549,1549,Leslie Smith,Rin Nakai,John Sharp,2016-03-19,"Brisbane, Queensland, Australia",Red,Women's Bantamweight,3,1.0,3.0,0.0,Orthodox,154.94,135.0,2.0,6.0,1.0,Orthodox,175.26,135.0,29.0,33.0
1550,1550,Richard Walsh,Viscardi Andrade,Marc Goddard,2016-03-19,"Brisbane, Queensland, Australia",Blue,Welterweight,3,1.0,7.0,2.0,Orthodox,180.34,170.0,2.0,10.0,2.0,,182.88,170.0,32.0,27.0
1551,1551,Ross Pearson,Chad Laprise,Steve Perceval,2016-03-19,"Brisbane, Queensland, Australia",Red,Lightweight,3,1.0,10.0,3.0,Orthodox,177.8,170.0,8.0,45.0,10.0,Orthodox,172.72,155.0,29.0,31.0
1552,1552,Alan Patrick,Damien Brown,Greg Kleynjans,2016-03-19,"Brisbane, Queensland, Australia",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,177.8,155.0,1.0,6.0,2.0,Southpaw,180.34,155.0,31.0,32.0
1553,1553,Conor McGregor,Nate Diaz,Herb Dean,2016-03-05,"Las Vegas, Nevada, USA",Blue,Welterweight,5,8.0,50.0,13.0,Southpaw,182.88,170.0,0.0,11.0,7.0,Southpaw,175.26,155.0,30.0,27.0
1554,1554,Holly Holm,Miesha Tate,John McCarthy,2016-03-05,"Las Vegas, Nevada, USA",Blue,Women's Bantamweight,5,2.0,18.0,4.0,Orthodox,167.64,135.0,0.0,8.0,3.0,Southpaw,172.72,145.0,29.0,34.0
1555,1555,Gian Villante,Ilir Latifi,Yves Lavigne,2016-03-05,"Las Vegas, Nevada, USA",Blue,Light Heavyweight,3,2.0,8.0,4.0,Orthodox,177.8,205.0,3.0,17.0,4.0,Orthodox,190.5,205.0,32.0,30.0
1556,1556,Corey Anderson,Tom Lawlor,John McCarthy,2016-03-05,"Las Vegas, Nevada, USA",Red,Light Heavyweight,3,4.0,21.0,6.0,Southpaw,182.88,205.0,1.0,13.0,4.0,Orthodox,190.5,205.0,32.0,26.0
1557,1557,Amanda Nunes,Valentina Shevchenko,Herb Dean,2016-03-05,"Las Vegas, Nevada, USA",Red,Women's Bantamweight,3,0.0,3.0,1.0,Southpaw,165.1,125.0,1.0,7.0,4.0,Orthodox,172.72,145.0,27.0,27.0
1558,1558,Brandon Thatch,Siyar Bahadurzada,John McCarthy,2016-03-05,"Las Vegas, Nevada, USA",Blue,Welterweight,3,2.0,7.0,1.0,Orthodox,180.34,170.0,2.0,7.0,2.0,Switch,187.96,170.0,31.0,30.0
1559,1559,Erick Silva,Nordine Taleb,Herb Dean,2016-03-05,"Las Vegas, Nevada, USA",Blue,Welterweight,3,1.0,11.0,3.0,Orthodox,185.42,170.0,5.0,18.0,6.0,Orthodox,182.88,170.0,34.0,31.0
1560,1560,Vitor Miranda,Marcelo Guimaraes,Chris Tognoni,2016-03-05,"Las Vegas, Nevada, USA",Red,Middleweight,3,1.0,8.0,2.0,Orthodox,182.88,185.0,1.0,6.0,2.0,Orthodox,185.42,185.0,32.0,36.0
1561,1561,Darren Elkins,Chas Skelly,Yves Lavigne,2016-03-05,"Las Vegas, Nevada, USA",Red,Featherweight,3,1.0,11.0,4.0,Orthodox,180.34,145.0,4.0,31.0,9.0,Orthodox,177.8,145.0,30.0,31.0
1562,1562,Diego Sanchez,Jim Miller,Chris Tognoni,2016-03-05,"Las Vegas, Nevada, USA",Red,Lightweight,3,7.0,49.0,14.0,Southpaw,172.72,155.0,8.0,61.0,14.0,Southpaw,177.8,170.0,32.0,34.0
1563,1563,Jason Saggo,Justin Salas,Yves Lavigne,2016-03-05,"Las Vegas, Nevada, USA",Red,Lightweight,3,3.0,11.0,3.0,Southpaw,172.72,155.0,1.0,4.0,1.0,Orthodox,180.34,155.0,33.0,30.0
1564,1564,Julian Erosa,Teruto Ishihara,Chris Tognoni,2016-03-05,"Las Vegas, Nevada, USA",Blue,Featherweight,3,1.0,3.0,0.0,Southpaw,170.18,135.0,0.0,3.0,1.0,Southpaw,185.42,145.0,24.0,26.0
1565,1565,Anderson Silva,Michael Bisping,Herb Dean,2016-02-27,"London, England, United Kingdom",Blue,Middleweight,5,7.0,64.0,17.0,Orthodox,185.42,185.0,3.0,44.0,16.0,Southpaw,187.96,185.0,36.0,40.0
1566,1566,Gegard Mousasi,Thales Leites,Marc Goddard,2016-02-27,"London, England, United Kingdom",Red,Middleweight,3,4.0,36.0,10.0,Orthodox,185.42,185.0,3.0,18.0,4.0,Orthodox,187.96,185.0,34.0,30.0
1567,1567,Tom Breese,Keita Nakamura,Leon Roberts,2016-02-27,"London, England, United Kingdom",Red,Welterweight,3,3.0,12.0,1.0,Southpaw,180.34,170.0,0.0,2.0,2.0,Southpaw,190.5,185.0,31.0,24.0
1568,1568,Francisco Rivera,Brad Pickett,Neil Hall,2016-02-27,"London, England, United Kingdom",Blue,Bantamweight,3,6.0,23.0,4.0,Orthodox,167.64,135.0,5.0,18.0,4.0,Orthodox,172.72,135.0,37.0,34.0
1569,1569,Mike Wilkinson,Makwan Amirkhani,Grant Waterman,2016-02-27,"London, England, United Kingdom",Blue,Featherweight,3,0.0,2.0,2.0,Southpaw,177.8,145.0,1.0,5.0,2.0,,170.18,145.0,27.0,28.0
1570,1570,Davey Grant,Marlon Vera,,2016-02-27,"London, England, United Kingdom",Red,Bantamweight,3,1.0,5.0,1.0,Switch,172.72,135.0,1.0,2.0,0.0,,172.72,135.0,23.0,30.0
1571,1571,Scott Askham,Chris Dempsey,Leon Roberts,2016-02-27,"London, England, United Kingdom",Red,Middleweight,3,2.0,5.0,1.0,Orthodox,177.8,185.0,2.0,7.0,1.0,Southpaw,190.5,185.0,28.0,27.0
1572,1572,Arnold Allen,Yaotzin Meza,Grant Waterman,2016-02-27,"London, England, United Kingdom",Red,Featherweight,3,4.0,15.0,2.0,Orthodox,175.26,145.0,0.0,3.0,1.0,Southpaw,172.72,145.0,35.0,22.0
1573,1573,Bradley Scott,Krzysztof Jotko,Herb Dean,2016-02-27,"London, England, United Kingdom",Blue,Middleweight,3,1.0,11.0,3.0,Southpaw,185.42,185.0,2.0,9.0,2.0,,185.42,170.0,26.0,26.0
1574,1574,Norman Parke,Rustam Khabilov,,2016-02-27,"London, England, United Kingdom",Blue,Lightweight,3,2.0,12.0,3.0,Orthodox,172.72,155.0,3.0,23.0,5.0,,180.34,155.0,29.0,29.0
1575,1575,Daniel Omielanczuk,Jarjis Danho,Leon Roberts,2016-02-27,"London, England, United Kingdom",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,190.5,265.0,2.0,10.0,2.0,Southpaw,182.88,247.0,32.0,33.0
1576,1576,Teemu Packalen,Thibault Gouti,Grant Waterman,2016-02-27,"London, England, United Kingdom",Red,Lightweight,3,0.0,0.0,0.0,Orthodox,177.8,155.0,1.0,3.0,0.0,Orthodox,185.42,155.0,28.0,28.0
1577,1577,David Teymur,Martin Svensson,Neil Hall,2016-02-27,"London, England, United Kingdom",Red,Lightweight,3,0.0,0.0,0.0,,185.42,155.0,0.0,0.0,0.0,Southpaw,175.26,155.0,30.0,26.0
1578,1578,Donald Cerrone,Alex Oliveira,Mario Yamasaki,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Welterweight,5,1.0,10.0,3.0,Orthodox,180.34,170.0,4.0,39.0,15.0,Orthodox,185.42,155.0,28.0,32.0
1579,1579,Derek Brunson,Roan Carneiro,Keith Peterson,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Middleweight,3,3.0,13.0,3.0,Orthodox,180.34,170.0,1.0,12.0,5.0,Southpaw,185.42,185.0,37.0,32.0
1580,1580,Cody Garbrandt,Augusto Mendes,Mario Yamasaki,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Catch Weight,3,0.0,0.0,0.0,Orthodox,167.64,135.0,0.0,6.0,2.0,Orthodox,172.72,135.0,32.0,24.0
1581,1581,Dennis Bermudez,Tatsuya Kawajiri,Keith Peterson,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Featherweight,3,1.0,11.0,3.0,Orthodox,170.18,145.0,3.0,23.0,7.0,Orthodox,167.64,155.0,37.0,29.0
1582,1582,Chris Camozzi,Joe Riggs,Mario Yamasaki,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Middleweight,3,6.0,18.0,5.0,Southpaw,182.88,185.0,7.0,36.0,7.0,Orthodox,187.96,185.0,33.0,29.0
1583,1583,James Krause,Shane Campbell,Keith Peterson,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Lightweight,3,1.0,4.0,1.0,Orthodox,182.88,155.0,3.0,12.0,3.0,Orthodox,187.96,170.0,29.0,29.0
1584,1584,Alex Garcia,Sean Strickland,Bill Bookwalter,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,Welterweight,3,1.0,10.0,3.0,Orthodox,185.42,170.0,1.0,10.0,3.0,Orthodox,175.26,170.0,24.0,28.0
1585,1585,Daniel Sarafian,Oluwale Bamgbose,James Chappell,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,Middleweight,3,1.0,1.0,0.0,Switch,180.34,185.0,3.0,10.0,2.0,Orthodox,175.26,185.0,28.0,33.0
1586,1586,Anthony Smith,Leonardo Augusto Leleco,Chip Snider,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Middleweight,3,0.0,0.0,0.0,Orthodox,182.88,185.0,1.0,1.0,0.0,Orthodox,193.04,205.0,33.0,27.0
1587,1587,Jonavin Webb,Nathan Coy,Keith Peterson,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,Welterweight,3,1.0,1.0,0.0,Southpaw,177.8,170.0,1.0,3.0,0.0,Orthodox,177.8,170.0,37.0,26.0
1588,1588,Marion Reneau,Ashlee Evans-Smith,James Chappell,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,Women's Bantamweight,3,1.0,1.0,0.0,Orthodox,172.72,125.0,1.0,7.0,2.0,Orthodox,167.64,135.0,28.0,38.0
1589,1589,Lauren Murphy,Kelly Faszholz,Bill Bookwalter,2016-02-21,"Pittsburgh, Pennsylvania, USA",Red,Women's Bantamweight,3,0.0,0.0,0.0,Orthodox,172.72,135.0,2.0,6.0,0.0,Orthodox,170.18,125.0,30.0,32.0
1590,1590,Anthony Hamilton,Shamil Abdurakhimov,Chip Snider,2016-02-21,"Pittsburgh, Pennsylvania, USA",Blue,Heavyweight,3,1.0,1.0,0.0,Orthodox,190.5,235.0,2.0,7.0,2.0,Orthodox,195.58,260.0,34.0,35.0
1591,1591,Johny Hendricks,Stephen Thompson,John McCarthy,2016-02-06,"Las Vegas, Nevada, USA",Blue,Welterweight,5,1.0,14.0,6.0,Orthodox,182.88,170.0,3.0,42.0,12.0,Southpaw,175.26,185.0,32.0,32.0
1592,1592,Roy Nelson,Jared Rosholt,Herb Dean,2016-02-06,"Las Vegas, Nevada, USA",Red,Heavyweight,3,1.0,19.0,6.0,Orthodox,187.96,265.0,8.0,34.0,7.0,Orthodox,182.88,263.0,29.0,39.0
1593,1593,Ovince Saint Preux,Rafael Feijao,Yves Lavigne,2016-02-06,"Las Vegas, Nevada, USA",Red,Light Heavyweight,3,3.0,8.0,1.0,Orthodox,185.42,205.0,2.0,17.0,6.0,Southpaw,190.5,205.0,35.0,32.0
1594,1594,Joseph Benavidez,Zach Makovsky,John McCarthy,2016-02-06,"Las Vegas, Nevada, USA",Red,Flyweight,3,2.0,15.0,3.0,Southpaw,162.56,125.0,2.0,30.0,10.0,Southpaw,162.56,125.0,32.0,31.0
1595,1595,Misha Cirkunov,Alex Nicholson,Herb Dean,2016-02-06,"Las Vegas, Nevada, USA",Red,Light Heavyweight,3,0.0,0.0,0.0,Orthodox,193.04,185.0,0.0,1.0,1.0,Orthodox,190.5,205.0,25.0,28.0
1596,1596,Mike Pyle,Sean Spencer,Yves Lavigne,2016-02-06,"Las Vegas, Nevada, USA",Red,Welterweight,3,3.0,18.0,3.0,,177.8,170.0,6.0,30.0,9.0,Orthodox,182.88,170.0,28.0,40.0
1597,1597,Joshua Burkman,KJ Noons,John McCarthy,2016-02-06,"Las Vegas, Nevada, USA",Red,Lightweight,3,3.0,10.0,2.0,Orthodox,177.8,155.0,8.0,33.0,5.0,Orthodox,177.8,170.0,33.0,35.0
1598,1598,Derrick Lewis,Damian Grabowski,Mark Smith,2016-02-06,"Las Vegas, Nevada, USA",Red,Heavyweight,3,0.0,0.0,0.0,Orthodox,185.42,241.0,2.0,10.0,4.0,Orthodox,190.5,260.0,35.0,30.0
1599,1599,Ray Borg,Justin Scoggins,Herb Dean,2016-02-06,"Las Vegas, Nevada, USA",Blue,Flyweight,3,2.0,12.0,3.0,Southpaw,170.18,125.0,1.0,10.0,3.0,Orthodox,162.56,135.0,23.0,22.0
1600,1600,Noad Lahat,Diego Rivas,Mark Smith,2016-02-06,"Las Vegas, Nevada, USA",Blue,Featherweight,3,0.0,3.0,1.0,Orthodox,172.72,145.0,1.0,7.0,2.0,Orthodox,175.26,145.0,24.0,31.0
1601,1601,Mickey Gall,Mike Jackson,Yves Lavigne,2016-02-06,"Las Vegas, Nevada, USA",Red,Welterweight,3,0.0,0.0,0.0,Orthodox,187.96,170.0,0.0,0.0,0.0,Switch,187.96,170.0,30.0,24.0
1602,1602,Artem Lobov,Alex White,Mark Smith,2016-02-06,"Las Vegas, Nevada, USA",Blue,Featherweight,3,2.0,7.0,1.0,Southpaw,182.88,155.0,1.0,3.0,0.0,Southpaw,175.26,145.0,27.0,29.0
1603,1603,Anthony Johnson,Ryan Bader,Keith Peterson,2016-01-30,"Newark, New Jersey, USA",Red,Light Heavyweight,5,4.0,41.0,13.0,Orthodox,187.96,205.0,5.0,29.0,11.0,Orthodox,187.96,205.0,32.0,31.0
1604,1604,Josh Barnett,Ben Rothwell,Gary Copeland,2016-01-30,"Newark, New Jersey, USA",Blue,Heavyweight,3,3.0,16.0,5.0,Orthodox,193.04,265.0,2.0,16.0,6.0,Orthodox,190.5,250.0,34.0,38.0
1605,1605,Iuri Alcantara,Jimmie Rivera,Liam Kerrigan,2016-01-30,"Newark, New Jersey, USA",Blue,Bantamweight,3,0.0,4.0,2.0,Orthodox,162.56,135.0,4.0,27.0,7.0,Southpaw,175.26,135.0,26.0,35.0
1606,1606,Sage Northcutt,Bryan Barberena,Keith Peterson,2016-01-30,"Newark, New Jersey, USA",Blue,Welterweight,3,1.0,6.0,1.0,Southpaw,182.88,170.0,0.0,3.0,2.0,Orthodox,182.88,170.0,26.0,19.0
