,Red,R_Height_cms,Blue,B_Height_cms,height_dif,ganador,ganador_height
317,Hacran Dias,172.72,Jared Gordon,175.26,2.54,Jared Gordon,alto
318,Damian Stasiak,165.1,Brian Kelleher,167.64,2.54,Brian Kelleher,alto
319,Artem Lobov,175.26,Andre Fili,180.34,5.08,Andre Fili,alto
320,Salim Touahri,177.8,Warlley Alves,180.34,2.54,Warlley Alves,alto
321,Pearl Gonzalez,162.56,Poliana Botelho,172.72,10.16,Poliana Botelho,alto
322,Takanori Gomi,170.18,Dong Hyun Ma,180.34,10.16,Dong Hyun Ma,alto
323,Hector Lombard,175.26,Anthony Smith,193.04,17.78,Anthony Smith,alto
324,Anthony Hamilton,195.58,Daniel Spitz,200.66,5.08,Daniel Spitz,alto
325,Sara McMann,167.64,Ketlen Vieira,172.72,5.08,Ketlen Vieira,alto
326,Gavin Tucker,167.64,Rick Glenn,182.88,15.24,Rick Glenn,alto
327,Mitch Clarke,177.8,Alex White,182.88,5.08,Alex White,alto
328,Francimar Barroso,185.42,Aleksandar Rakic,193.04,7.62,Aleksandar Rakic,alto
329,Mike Santiago,177.8,Zabit Magomedsharipov,185.42,7.62,Zabit Magomedsharipov,alto
330,Bojan Mihajlovic,180.34,Abdul-Kerim Edilov,187.96,7.62,Abdul-Kerim Edilov,alto
331,Randa Markos,162.56,Alexa Grasso,165.1,2.54,Alexa Grasso,alto
332,Martin Bravo,172.72,Humberto Bandenay,180.34,7.62,Humberto Bandenay,alto
333,Jimi Manuwa,185.42,Volkan Oezdemir,187.96,2.54,Volkan Oezdemir,alto
334,Dennis Bermudez,167.64,Darren Elkins,177.8,10.16,Darren Elkins,alto
335,Rafael Natal,182.88,Eryk Anders,185.42,2.54,Eryk Anders,alto
336,Damian Grabowski,185.42,Chase Sherman,193.04,7.62,Chase Sherman,alto
337,Kyle Bochniak,170.18,Jeremy Kennedy,180.34,10.16,Jeremy Kennedy,alto
338,Brian Kelleher,167.64,Marlon Vera,172.72,5.08,Marlon Vera,alto
339,Gunnar Nelson,180.34,Santiago Ponzinibbio,182.88,2.54,Santiago Ponzinibbio,alto
340,Stevie Ray,177.8,Paul Felder,180.34,2.54,Paul Felder,alto
341,James Mulheron,177.8,Justin Willis,185.42,7.62,Justin Willis,alto
342,Daniel Omielanczuk,182.88,Curtis Blaydes,193.04,10.16,Curtis Blaydes,alto
343,Michael Johnson,177.8,Justin Gaethje,180.34,2.54,Justin Gaethje,alto
344,Ed Herman,185.42,CB Dollaway,187.96,2.54,CB Dollaway,alto
345,Takanori Gomi,170.18,Jon Tuck,180.34,10.16,Jon Tuck,alto
346,Cyril Asker,182.88,Walt Harris,195.58,12.7,Walt Harris,alto
347,Justin Scoggins,170.18,Ulka Sasaki,177.8,7.62,Ulka Sasaki,alto
348,Kwan Ho Kwak,165.1,Russell Doane,170.18,5.08,Russell Doane,alto
349,Ji Yeon Kim,170.18,Lucie Pudilova,172.72,2.54,Lucie Pudilova,alto
350,Kiichi Kunimoto,177.8,Zak Ottow,180.34,2.54,Zak Ottow,alto
351,Jose Aldo,170.18,Max Holloway,180.34,10.16,Max Holloway,alto
352,Abdul Razak Alhassan,177.8,Omari Akhmedov,182.88,5.08,Omari Akhmedov,alto
353,Oliver Enkamp,182.88,Nordine Taleb,185.42,2.54,Nordine Taleb,alto
354,Jessica Aguilar,160.02,Cortney Casey,170.18,10.16,Cortney Casey,alto
355,Jake Ellenberger,175.26,Mike Perry,177.8,2.54,Mike Perry,alto
356,Dustin Ortiz,165.1,Brandon Moreno,170.18,5.08,Brandon Moreno,alto
357,Jeremy Stephens,172.72,Renato Moicano,180.34,7.62,Renato Moicano,alto
358,Josh Emmett,167.64,Desmond Green,177.8,10.16,Desmond Green,alto
359,Brad Pickett,167.64,Marlon Vera,172.72,5.08,Marlon Vera,alto
360,Darren Stewart,182.88,Francimar Barroso,185.42,2.54,Francimar Barroso,alto
361,Daniel Omielanczuk,182.88,Tim Johnson,190.5,7.62,Tim Johnson,alto
362,Rony Jason,170.18,Jeremy Kennedy,180.34,10.16,Jeremy Kennedy,alto
363,Amanda Cooper,160.02,Cynthia Calvillo,162.56,2.54,Cynthia Calvillo,alto
364,Mirsad Bektic,172.72,Darren Elkins,177.8,5.08,Darren Elkins,alto
365,Carla Esparza,154.94,Randa Markos,162.56,7.62,Randa Markos,alto
366,Jack Marshman,182.88,Thiago Santos,187.96,5.08,Thiago Santos,alto
367,Holly Holm,172.72,Germaine de Randamie,175.26,2.54,Germaine de Randamie,alto
368,Nik Lentz,172.72,Islam Makhachev,177.8,5.08,Islam Makhachev,alto
369,Dennis Bermudez,167.64,Chan Sung Jung,170.18,2.54,Chan Sung Jung,alto
370,Abel Trujillo,172.72,James Vick,190.5,17.78,James Vick,alto
371,Andrei Arlovski,190.5,Francis Ngannou,193.04,2.54,Francis Ngannou,alto
372,Nate Marquardt,182.88,Sam Alvey,187.96,5.08,Sam Alvey,alto
373,Court McGee,180.34,Ben Saunders,187.96,7.62,Ben Saunders,alto
374,Bojan Mihajlovic,180.34,Joachim Christensen,190.5,10.16,Joachim Christensen,alto
375,Johny Hendricks,175.26,Neil Magny,190.5,15.24,Neil Magny,alto
376,Sage Northcutt,182.88,Mickey Gall,187.96,5.08,Mickey Gall,alto
377,James Moontasri,177.8,Alex Morono,180.34,2.54,Alex Morono,alto
378,Mitch Gagnon,165.1,Matthew Lopez,170.18,5.08,Matthew Lopez,alto
379,John Makdessi,172.72,Lando Vannata,175.26,2.54,Lando Vannata,alto
380,Zach Makovsky,162.56,Dustin Ortiz,165.1,2.54,Dustin Ortiz,alto
381,Joe Gigliotti,180.34,Gerald Meerschaert,185.42,5.08,Gerald Meerschaert,alto
382,Tiago Trator,175.26,Shane Burgos,180.34,5.08,Shane Burgos,alto
383,Keith Berish,182.88,Ryan Janes,190.5,7.62,Ryan Janes,alto
384,Jake Ellenberger,175.26,Jorge Masvidal,180.34,5.08,Jorge Masvidal,alto
385,Gray Maynard,175.26,Ryan Hall,177.8,2.54,Ryan Hall,alto
386,Elvis Mutapcic,182.88,Anthony Smith,193.04,10.16,Anthony Smith,alto
387,Khalil Rountree Jr.,185.42,Tyson Pedro,190.5,5.08,Tyson Pedro,alto
388,Richard Walsh,182.88,Jonathan Meunier,190.5,7.62,Jonathan Meunier,alto
389,Warlley Alves,180.34,Kamaru Usman,182.88,2.54,Kamaru Usman,alto
390,Ross Pearson,172.72,Stevie Ray,177.8,5.08,Stevie Ray,alto
391,Tim Johnson,190.5,Alexander Volkov,200.66,10.16,Alexander Volkov,alto
392,Miesha Tate,167.64,Raquel Pennington,170.18,2.54,Raquel Pennington,alto
393,Rafael Dos Anjos,172.72,Tony Ferguson,180.34,7.62,Tony Ferguson,alto
394,Vitor Belfort,182.88,Gegard Mousasi,187.96,5.08,Gegard Mousasi,alto
395,Brad Pickett,167.64,Iuri Alcantara,175.26,7.62,Iuri Alcantara,alto
396,Lukasz Sajewski,172.72,Marc Diakiese,177.8,5.08,Marc Diakiese,alto
397,Will Brooks,177.8,Alex Oliveira,180.34,2.54,Alex Oliveira,alto
398,Joshua Burkman,177.8,Zak Ottow,180.34,2.54,Zak Ottow,alto
399,Hacran Dias,172.72,Andre Fili,180.34,7.62,Andre Fili,alto
400,Cody East,190.5,Curtis Blaydes,193.04,2.54,Curtis Blaydes,alto
401,Dustin Poirier,175.26,Michael Johnson,177.8,2.54,Michael Johnson,alto
402,Uriah Hall,182.88,Derek Brunson,185.42,2.54,Derek Brunson,alto
403,Erick Montano,182.88,Randy Brown,190.5,7.62,Randy Brown,alto
404,CM Punk,185.42,Mickey Gall,187.96,2.54,Mickey Gall,alto
405,Rick Story,175.26,Donald Cerrone,185.42,10.16,Donald Cerrone,alto
406,Randa Markos,162.56,Cortney Casey,170.18,7.62,Cortney Casey,alto
407,Ross Pearson,172.72,Jorge Masvidal,180.34,7.62,Jorge Masvidal,alto
408,Frankie Saenz,167.64,Eddie Wineland,170.18,2.54,Eddie Wineland,alto
409,Jim Alers,175.26,Jason Knight,177.8,2.54,Jason Knight,alto
410,Lauren Murphy,170.18,Katlyn Chookagian,175.26,5.08,Katlyn Chookagian,alto
411,Eric Spicely,185.42,Sam Alvey,187.96,2.54,Sam Alvey,alto
412,Devin Clark,182.88,Alex Nicholson,193.04,10.16,Alex Nicholson,alto
413,Miesha Tate,167.64,Amanda Nunes,172.72,5.08,Amanda Nunes,alto
414,Ross Pearson,172.72,Will Brooks,177.8,5.08,Will Brooks,alto
415,Rafael Dos Anjos,172.72,Eddie Alvarez,175.26,2.54,Eddie Alvarez,alto
416,Roy Nelson,182.88,Derrick Lewis,190.5,7.62,Derrick Lewis,alto
417,Jonathan Wilson,187.96,Henrique da Silva,190.5,2.54,Henrique da Silva,alto
418,Thomas Almeida,170.18,Cody Garbrandt,172.72,2.54,Cody Garbrandt,alto
419,Renan Barao,167.64,Jeremy Stephens,172.72,5.08,Jeremy Stephens,alto
420,Joshua Burkman,177.8,Paul Felder,180.34,2.54,Paul Felder,alto
421,Aljamain Sterling,170.18,Bryan Caraway,172.72,2.54,Bryan Caraway,alto
422,Warlley Alves,180.34,Bryan Barberena,182.88,2.54,Bryan Barberena,alto
423,Antonio Silva,193.04,Stefan Struve,210.82,17.78,Stefan Struve,alto
424,Anthony Pettis,177.8,Edson Barboza,180.34,2.54,Edson Barboza,alto
425,Glaico Franca,182.88,James Vick,190.5,7.62,James Vick,alto
426,Beneil Dariush,177.8,Michael Chiesa,185.42,7.62,Michael Chiesa,alto
427,Bethe Correia,165.1,Raquel Pennington,170.18,5.08,Raquel Pennington,alto
428,Court McGee,180.34,Santiago Ponzinibbio,182.88,2.54,Santiago Ponzinibbio,alto
429,Oluwale Bamgbose,180.34,Cezar Ferreira,185.42,5.08,Cezar Ferreira,alto
430,Igor Pokrajac,182.88,Jan Blachowicz,187.96,5.08,Jan Blachowicz,alto
431,Nicolas Dalby,180.34,Zak Cummings,182.88,2.54,Zak Cummings,alto
432,Ian Entwistle,165.1,Alejandro Perez,167.64,2.54,Alejandro Perez,alto
433,Rob Whiteford,175.26,Lucas Martins,182.88,7.62,Lucas Martins,alto
434,Hector Lombard,175.26,Neil Magny,190.5,15.24,Neil Magny,alto
435,Brendan O'Reilly,170.18,Alan Jouban,182.88,12.7,Alan Jouban,alto
436,Conor McGregor,175.26,Nate Diaz,182.88,7.62,Nate Diaz,alto
437,Erick Silva,182.88,Nordine Taleb,185.42,2.54,Nordine Taleb,alto
438,Mike Wilkinson,170.18,Makwan Amirkhani,177.8,7.62,Makwan Amirkhani,alto
439,Alex Garcia,175.26,Sean Strickland,185.42,10.16,Sean Strickland,alto
440,Daniel Sarafian,175.26,Oluwale Bamgbose,180.34,5.08,Oluwale Bamgbose,alto
441,Marion Reneau,167.64,Ashlee Evans-Smith,172.72,5.08,Ashlee Evans-Smith,alto
442,Johny Hendricks,175.26,Stephen Thompson,182.88,7.62,Stephen Thompson,alto
443,Ray Borg,162.56,Justin Scoggins,170.18,7.62,Justin Scoggins,alto
444,Artem Lobov,175.26,Alex White,182.88,7.62,Alex White,alto
445,Josh Barnett,190.5,Ben Rothwell,193.04,2.54,Ben Rothwell,alto
446,George Sullivan,182.88,Alexander Yakovlev,190.5,7.62,Alexander Yakovlev,alto
447,TJ Dillashaw,167.64,Dominick Cruz,172.72,5.08,Dominick Cruz,alto
448,Ross Pearson,172.72,Francisco Trinaldo,175.26,2.54,Francisco Trinaldo,alto
449,Tim Boetsch,182.88,Ed Herman,185.42,2.54,Ed Herman,alto
450,Diego Brandao,170.18,Brian Ortega,172.72,2.54,Brian Ortega,alto
451,Michael Johnson,177.8,Nate Diaz,182.88,5.08,Nate Diaz,alto
452,Josh Samman,190.5,Tamdan McCrory,193.04,2.54,Tamdan McCrory,alto
453,Hayder Hassan,177.8,Vicente Luque,180.34,2.54,Vicente Luque,alto
454,Jose Aldo,170.18,Conor McGregor,175.26,5.08,Conor McGregor,alto
455,Chris Weidman,187.96,Luke Rockhold,190.5,2.54,Luke Rockhold,alto
456,John Makdessi,172.72,Yancy Medeiros,177.8,5.08,Yancy Medeiros,alto
457,Artem Lobov,175.26,Ryan Hall,177.8,2.54,Ryan Hall,alto
458,Jim Miller,172.72,Michael Chiesa,185.42,12.7,Michael Chiesa,alto
459,Elias Theodorou,185.42,Thiago Santos,187.96,2.54,Thiago Santos,alto
460,Yoshihiro Akiyama,177.8,Alberto Mina,182.88,5.08,Alberto Mina,alto
461,Yui Chul Nam,175.26,Mike de la Torre,180.34,5.08,Mike de la Torre,alto
462,Ning Guangyou,162.56,Marco Beltran,172.72,10.16,Marco Beltran,alto
463,Hector Urbina,180.34,Bartosz Fabinski,182.88,2.54,Bartosz Fabinski,alto
464,Gabriel Benitez,172.72,Andre Fili,180.34,7.62,Andre Fili,alto
465,Vernon Ramos,167.64,Alvaro Herrera,182.88,15.24,Alvaro Herrera,alto
466,Ronda Rousey,170.18,Holly Holm,172.72,2.54,Holly Holm,alto
467,Fabio Maldonado,185.42,Corey Anderson,190.5,5.08,Corey Anderson,alto
468,Cathal Pendred,185.42,Tom Breese,190.5,5.08,Tom Breese,alto
469,Bubba Bush,182.88,Garreth McLellan,185.42,2.54,Garreth McLellan,alto
470,Shawn Jordan,182.88,Ruslan Magomedov,190.5,7.62,Ruslan Magomedov,alto
471,Francisco Trevino,175.26,Sage Northcutt,182.88,7.62,Sage Northcutt,alto
472,Chris Cariaso,160.02,Sergio Pettis,167.64,7.62,Sergio Pettis,alto
473,Naoyuki Kotani,172.72,Kajan Johnson,180.34,7.62,Kajan Johnson,alto
474,Jan Blachowicz,187.96,Corey Anderson,190.5,2.54,Corey Anderson,alto
475,Jessica Andrade,154.94,Raquel Pennington,170.18,15.24,Raquel Pennington,alto
476,Sam Stout,175.26,Frankie Perez,180.34,5.08,Frankie Perez,alto
477,Yves Jabouin,170.18,Felipe Arantes,172.72,2.54,Felipe Arantes,alto
478,Marcos Rogerio de Lima,185.42,Nikita Krylov,190.5,5.08,Nikita Krylov,alto
479,Sara McMann,167.64,Amanda Nunes,172.72,5.08,Amanda Nunes,alto
480,Chris Dempsey,177.8,Jonathan Wilson,187.96,10.16,Jonathan Wilson,alto
481,Rafael Feijao,185.42,Patrick Cummins,187.96,2.54,Patrick Cummins,alto
482,Kenny Robertson,177.8,Ben Saunders,187.96,10.16,Ben Saunders,alto
483,Eddie Wineland,170.18,Bryan Caraway,172.72,2.54,Bryan Caraway,alto
484,Daron Cruickshank,172.72,James Krause,187.96,15.24,James Krause,alto
485,Ross Pearson,172.72,Evan Dunham,177.8,5.08,Evan Dunham,alto
486,Josh Thomson,177.8,Tony Ferguson,180.34,2.54,Tony Ferguson,alto
487,Jake Ellenberger,175.26,Stephen Thompson,182.88,7.62,Stephen Thompson,alto
488,Angela Magana,154.94,Michelle Waterson,160.02,5.08,Michelle Waterson,alto
489,Russell Doane,170.18,Jerrod Sanders,172.72,2.54,Jerrod Sanders,alto
490,Dan Miller,185.42,Trevor Smith,190.5,5.08,Trevor Smith,alto
491,Darrell Montague,167.64,Willie Gates,172.72,5.08,Willie Gates,alto
492,Chad Mendes,167.64,Conor McGregor,175.26,7.62,Conor McGregor,alto
493,Dennis Bermudez,167.64,Jeremy Stephens,172.72,5.08,Jeremy Stephens,alto
494,Brad Pickett,167.64,Thomas Almeida,170.18,2.54,Thomas Almeida,alto
495,Neil Seery,162.56,Louis Smolka,175.26,12.7,Louis Smolka,alto
496,Yosdenis Cedeno,172.72,Cody Pfister,177.8,5.08,Cody Pfister,alto
497,Dennis Siver,167.64,Tatsuya Kawajiri,170.18,2.54,Tatsuya Kawajiri,alto
498,Cain Velasquez,185.42,Fabricio Werdum,193.04,7.62,Fabricio Werdum,alto
499,Alejandro Perez,167.64,Patrick Williams,172.72,5.08,Patrick Williams,alto
500,Francisco Trevino,175.26,Johnny Case,177.8,2.54,Johnny Case,alto
501,Thiago Tavares,170.18,Brian Ortega,172.72,2.54,Brian Ortega,alto
502,Joe Soto,167.64,Anthony Birchak,172.72,5.08,Anthony Birchak,alto
503,Ricardo Abreu,180.34,Jake Collier,190.5,10.16,Jake Collier,alto
504,Nik Lentz,172.72,Charles Oliveira,177.8,5.08,Charles Oliveira,alto
505,KJ Noons,177.8,Alex Oliveira,180.34,2.54,Alex Oliveira,alto
506,Wendell Oliveira,177.8,Darren Till,182.88,5.08,Darren Till,alto
507,Luiz Dutra,180.34,Tom Breese,190.5,10.16,Tom Breese,alto
508,Tae Hyun Bang,175.26,Jon Tuck,180.34,5.08,Jon Tuck,alto
509,Roldan Sangcha-an,162.56,Jon Delos Reyes,167.64,5.08,Jon Delos Reyes,alto
510,Jake Matthews,180.34,James Vick,190.5,10.16,James Vick,alto
511,Hatsu Hioki,180.34,Dan Hooker,182.88,2.54,Dan Hooker,alto
512,Daniel Kelly,182.88,Sam Alvey,187.96,5.08,Sam Alvey,alto
513,Lyoto Machida,185.42,Luke Rockhold,190.5,5.08,Luke Rockhold,alto
514,Cub Swanson,172.72,Max Holloway,180.34,7.62,Max Holloway,alto
515,Jim Miller,172.72,Beneil Dariush,177.8,5.08,Beneil Dariush,alto
516,George Sullivan,182.88,Tim Means,187.96,5.08,Tim Means,alto
517,Joanne Calderwood,167.64,Maryna Moroz,170.18,2.54,Maryna Moroz,alto
518,Damian Stasiak,165.1,Yaotzin Meza,175.26,10.16,Yaotzin Meza,alto
519,Daniel Omielanczuk,182.88,Anthony Hamilton,195.58,12.7,Anthony Hamilton,alto
520,Gray Maynard,175.26,Alexander Yakovlev,190.5,15.24,Alexander Yakovlev,alto
521,Jorge de Oliveira,172.72,Christos Giagos,177.8,5.08,Christos Giagos,alto
522,Carla Esparza,154.94,Joanna Jedrzejczyk,167.64,12.7,Joanna Jedrzejczyk,alto
523,Roy Nelson,182.88,Alistair Overeem,193.04,10.16,Alistair Overeem,alto
524,Chris Cariaso,160.02,Henry Cejudo,162.56,2.54,Henry Cejudo,alto
525,Daron Cruickshank,172.72,Beneil Dariush,177.8,5.08,Beneil Dariush,alto
526,Larissa Pacheco,170.18,Germaine de Randamie,175.26,5.08,Germaine de Randamie,alto
527,Raquel Pennington,170.18,Holly Holm,172.72,2.54,Holly Holm,alto
528,Cezar Ferreira,185.42,Sam Alvey,187.96,2.54,Sam Alvey,alto
529,Rustam Khabilov,172.72,Adriano Martins,177.8,5.08,Adriano Martins,alto
530,Jessica Andrade,154.94,Marion Reneau,167.64,12.7,Marion Reneau,alto
531,William Patolino,180.34,Matt Dwyer,193.04,12.7,Matt Dwyer,alto
532,Tiago Trator,175.26,Mike de la Torre,180.34,5.08,Mike de la Torre,alto
533,Michel Prazeres,167.64,Kevin Lee,175.26,7.62,Kevin Lee,alto
534,Dan Henderson,180.34,Gegard Mousasi,187.96,7.62,Gegard Mousasi,alto
535,Andy Ogle,172.72,Makwan Amirkhani,177.8,5.08,Makwan Amirkhani,alto
536,John Howard,170.18,Lorenz Larkin,180.34,10.16,Lorenz Larkin,alto
537,Danny Castillo,175.26,Paul Felder,180.34,5.08,Paul Felder,alto
538,Marcus Brimage,162.56,Cody Garbrandt,172.72,10.16,Cody Garbrandt,alto
539,Tom Niinimaki,175.26,Renato Moicano,180.34,5.08,Renato Moicano,alto
540,Marcio Alexandre Junior,182.88,Tim Means,187.96,5.08,Tim Means,alto
541,Gabriel Gonzaga,187.96,Matt Mitrione,190.5,2.54,Matt Mitrione,alto
542,Claudia Gadelha,162.56,Joanna Jedrzejczyk,167.64,5.08,Joanna Jedrzejczyk,alto
543,Joe Riggs,182.88,Ben Saunders,187.96,5.08,Ben Saunders,alto
544,Joe Ellenberger,175.26,Bryan Barberena,182.88,7.62,Bryan Barberena,alto
545,Jeremy Stephens,172.72,Charles Oliveira,177.8,5.08,Charles Oliveira,alto
546,Johny Hendricks,175.26,Robbie Lawler,180.34,5.08,Robbie Lawler,alto
547,Eddie Gordon,182.88,Josh Samman,190.5,7.62,Josh Samman,alto
548,Bobby Green,177.8,Edson Barboza,180.34,2.54,Edson Barboza,alto
549,Yves Edwards,175.26,Akbarh Arreola,177.8,2.54,Akbarh Arreola,alto
550,Juan Puig,175.26,Dooho Choi,177.8,2.54,Dooho Choi,alto
551,Edgar Garcia,177.8,Hector Urbina,180.34,2.54,Hector Urbina,alto
552,Mauricio Rua,185.42,Ovince Saint Preux,190.5,5.08,Ovince Saint Preux,alto
553,Ross Pearson,172.72,Al Iaquinta,177.8,5.08,Al Iaquinta,alto
554,Dylan Andrews,185.42,Sam Alvey,187.96,2.54,Sam Alvey,alto
555,Richie Vaculik,167.64,Louis Smolka,175.26,7.62,Louis Smolka,alto
556,Diego Ferreira,175.26,Beneil Dariush,177.8,2.54,Beneil Dariush,alto
557,William Patolino,180.34,Neil Magny,190.5,10.16,Neil Magny,alto
558,Felipe Arantes,172.72,Andre Fili,180.34,7.62,Andre Fili,alto
559,Fabricio Camoes,177.8,Anthony Rocco Martin,182.88,5.08,Anthony Rocco Martin,alto
560,Akira Corassani,172.72,Max Holloway,180.34,7.62,Max Holloway,alto
561,Ilir Latifi,177.8,Jan Blachowicz,187.96,10.16,Jan Blachowicz,alto
562,Tim Kennedy,180.34,Yoel Romero,182.88,2.54,Yoel Romero,alto
563,Patrick Cote,180.34,Stephen Thompson,182.88,2.54,Stephen Thompson,alto
564,John Howard,170.18,Brian Ebersole,182.88,12.7,Brian Ebersole,alto
565,Michinori Tanaka,165.1,Kyung Ho Kang,175.26,10.16,Kyung Ho Kang,alto
566,Sean Soriano,175.26,Chas Skelly,180.34,5.08,Chas Skelly,alto
567,Lorenz Larkin,180.34,Derek Brunson,185.42,5.08,Derek Brunson,alto
568,Ruan Potts,187.96,Anthony Hamilton,195.58,7.62,Anthony Hamilton,alto
569,Aaron Phillips,175.26,Matt Hobar,177.8,2.54,Matt Hobar,alto
570,Roland Delorme,175.26,Ulka Sasaki,177.8,2.54,Ulka Sasaki,alto
571,Yao Zhikui,165.1,Royston Wee,170.18,5.08,Royston Wee,alto
572,Daron Cruickshank,172.72,Jorge Masvidal,180.34,7.62,Jorge Masvidal,alto
573,Hernani Perpetuo,182.88,Tim Means,187.96,5.08,Tim Means,alto
574,Juliana Lima,165.1,Joanna Jedrzejczyk,167.64,2.54,Joanna Jedrzejczyk,alto
575,Tor Troeng,187.96,Trevor Smith,190.5,2.54,Trevor Smith,alto
576,Justin Salas,172.72,Joe Proctor,177.8,5.08,Joe Proctor,alto
577,Hugo Viana,167.64,Aljamain Sterling,170.18,2.54,Aljamain Sterling,alto
578,Marcus Brimage,162.56,Russell Doane,170.18,7.62,Russell Doane,alto
579,Chris Indich,177.8,Vik Grujic,180.34,2.54,Vik Grujic,alto
580,Daniel Sarafian,175.26,Kiichi Kunimoto,177.8,2.54,Kiichi Kunimoto,alto
581,Vitor Miranda,185.42,Antonio Carlos Junior,187.96,2.54,Antonio Carlos Junior,alto
582,Rony Jason,170.18,Robert Peralta,172.72,2.54,Robert Peralta,alto
583,Rodrigo Damm,170.18,Rashid Magomedov,175.26,5.08,Rashid Magomedov,alto
584,Mark Munoz,182.88,Gegard Mousasi,187.96,5.08,Gegard Mousasi,alto
585,Tom Niinimaki,175.26,Niklas Backstrom,185.42,10.16,Niklas Backstrom,alto
586,Vaughan Lee,167.64,Iuri Alcantara,175.26,7.62,Iuri Alcantara,alto
587,Jamie Varner,172.72,James Krause,187.96,15.24,James Krause,alto
588,David Michaud,175.26,Li Jingliang,182.88,7.62,Li Jingliang,alto
589,Yan Cabral,180.34,Zak Cummings,182.88,2.54,Zak Cummings,alto
590,Manvel Gamburyan,165.1,Nik Lentz,172.72,7.62,Nik Lentz,alto
591,Anthony Lapsley,175.26,Albert Tumenov,180.34,5.08,Albert Tumenov,alto
592,Rafael Dos Anjos,172.72,Khabib Nurmagomedov,177.8,5.08,Khabib Nurmagomedov,alto
593,Estevan Payan,177.8,Alex White,182.88,5.08,Alex White,alto
594,Sam Stout,175.26,KJ Noons,177.8,2.54,KJ Noons,alto
595,John Howard,170.18,Ryan LaFlare,185.42,15.24,Ryan LaFlare,alto
596,Cezar Ferreira,185.42,CB Dollaway,187.96,2.54,CB Dollaway,alto
597,Ronny Markes,185.42,Thiago Santos,187.96,2.54,Thiago Santos,alto
598,Francimar Barroso,185.42,Hans Stringer,190.5,5.08,Hans Stringer,alto
599,Renee Forte,170.18,Francisco Trevino,175.26,5.08,Francisco Trevino,alto
600,Daniel Pineda,170.18,Rob Whiteford,175.26,5.08,Rob Whiteford,alto
601,Albert Cheng,180.34,An Ying Wang,182.88,2.54,An Ying Wang,alto
602,Jumabieke Tuerxun,170.18,Mark Eddiva,172.72,2.54,Mark Eddiva,alto
603,Rafaello Oliveira,172.72,Erik Koch,177.8,5.08,Erik Koch,alto
604,Viscardi Andrade,180.34,Nico Musoke,182.88,2.54,Nico Musoke,alto
605,Cristiano Marcello,175.26,Joe Proctor,177.8,2.54,Joe Proctor,alto
606,Douglas Silva de Andrade,170.18,Zubaira Tukhugov,172.72,2.54,Zubaira Tukhugov,alto
607,Frank Mir,190.5,Alistair Overeem,193.04,2.54,Alistair Overeem,alto
608,John Lineker,160.02,Ali Bagautinov,162.56,2.54,Ali Bagautinov,alto
609,John Makdessi,172.72,Alan Patrick,180.34,7.62,Alan Patrick,alto
610,Lorenz Larkin,180.34,Brad Tavares,185.42,5.08,Brad Tavares,alto
611,Isaac Vallie-Flagg,172.72,Elias Silverio,180.34,7.62,Elias Silverio,alto
612,Alptekin Ozkilic,165.1,Louis Smolka,175.26,10.16,Louis Smolka,alto
613,Josh Barnett,190.5,Travis Browne,198.12,7.62,Travis Browne,alto
614,Chris Leben,180.34,Uriah Hall,182.88,2.54,Uriah Hall,alto
615,Court McGee,180.34,Ryan LaFlare,185.42,5.08,Ryan LaFlare,alto
616,Danny Castillo,175.26,Edson Barboza,180.34,5.08,Edson Barboza,alto
617,Pat Barry,180.34,Soa Palelei,193.04,12.7,Soa Palelei,alto
618,Dylan Andrews,185.42,Clint Hester,187.96,2.54,Clint Hester,alto
619,Nick Ring,182.88,Caio Magalhaes,185.42,2.54,Caio Magalhaes,alto
620,Richie Vaculik,167.64,Justin Scoggins,170.18,2.54,Justin Scoggins,alto
621,Bruno Santos,175.26,Krzysztof Jotko,185.42,10.16,Krzysztof Jotko,alto
622,Gray Maynard,175.26,Nate Diaz,182.88,7.62,Nate Diaz,alto
623,Rani Yahya,167.64,Tom Niinimaki,175.26,7.62,Tom Niinimaki,alto
624,Paulo Thiago,180.34,Brandon Thatch,187.96,7.62,Brandon Thatch,alto
625,Santiago Ponzinibbio,182.88,Ryan LaFlare,185.42,2.54,Ryan LaFlare,alto
626,Rony Jason,170.18,Jeremy Stephens,172.72,2.54,Jeremy Stephens,alto
627,Godofredo Pepey,170.18,Sam Sicilia,172.72,2.54,Sam Sicilia,alto
628,Thiago Perpetuo,177.8,Omari Akhmedov,182.88,5.08,Omari Akhmedov,alto
629,Colton Smith,182.88,Michael Chiesa,185.42,2.54,Michael Chiesa,alto
630,Andy Ogle,172.72,Cole Miller,185.42,12.7,Cole Miller,alto
631,TJ Waldburger,180.34,Adlan Amagov,187.96,7.62,Adlan Amagov,alto
632,Jeremy Larsen,177.8,Andre Fili,180.34,2.54,Andre Fili,alto
633,Erick Silva,182.88,Dong Hyun Kim,187.96,5.08,Dong Hyun Kim,alto
634,Costas Philippou,180.34,Francis Carmont,190.5,10.16,Francis Carmont,alto
635,Chris Clements,177.8,Stephen Thompson,182.88,5.08,Stephen Thompson,alto
636,Roland Delorme,175.26,Alex Caceres,177.8,2.54,Alex Caceres,alto
637,Felipe Arantes,172.72,Kevin Souza,182.88,10.16,Kevin Souza,alto
638,Benson Henderson,175.26,Anthony Pettis,177.8,2.54,Anthony Pettis,alto
